id,req_type,reciever_DT_ID,API_ID,value,created
1,POST,2,3,8.0,2023-08-16 22:57:00
2,POST,2,3,5.0,2023-08-16 22:57:02
3,POST,2,3,14.0,2023-08-16 22:57:10
4,POST,2,3,8.0,2023-08-16 22:57:11
5,POST,2,3,11.0,2023-08-16 22:57:15
6,POST,2,3,10.0,2023-08-16 22:57:16
7,POST,2,3,5.0,2023-08-16 22:57:21
8,POST,2,3,5.0,2023-08-16 22:57:23
9,POST,2,3,11.0,2023-08-16 22:57:28
10,POST,2,3,11.0,2023-08-16 22:57:28
11,POST,2,3,10.0,2023-08-16 22:57:34
12,POST,2,3,8.0,2023-08-16 22:57:34
13,POST,2,3,9.0,2023-08-16 22:57:39
14,POST,2,3,14.0,2023-08-16 22:57:41
15,POST,2,3,10.0,2023-08-16 22:57:45
16,POST,2,3,6.0,2023-08-16 22:57:45
17,POST,2,3,13.0,2023-08-16 22:57:51
18,POST,2,3,8.0,2023-08-16 22:57:51
19,POST,2,3,11.0,2023-08-16 22:57:57
20,POST,2,3,15.0,2023-08-16 22:57:59
21,POST,2,3,8.0,2023-08-16 22:58:04
22,POST,2,3,1.0,2023-08-16 22:58:05
23,POST,2,3,10.0,2023-08-16 22:58:10
24,POST,2,3,7.0,2023-08-16 22:58:12
25,POST,2,3,3.0,2023-08-16 22:58:16
26,POST,2,3,4.0,2023-08-16 22:58:16
27,POST,2,3,8.0,2023-08-16 22:58:20
28,POST,2,3,10.0,2023-08-16 22:58:21
29,POST,2,3,4.0,2023-08-16 22:58:28
30,POST,2,3,3.0,2023-08-16 22:58:29
31,POST,2,3,12.0,2023-08-16 22:58:43
32,POST,2,3,10.0,2023-08-16 22:58:43
33,POST,2,3,4.0,2023-08-16 22:58:55
34,POST,2,3,13.0,2023-08-16 22:58:56
35,POST,2,3,9.0,2023-08-16 22:59:08
36,POST,2,3,9.0,2023-08-16 22:59:08
